Country,Time,Balance,Product,Value,Unit
France,21-Feb,Net Electricity Production,Nuclear,30337.834,GWh
France,21-Feb,Net Electricity Production,Total Combustible Fuels,5444.0626,GWh
France,21-Feb,Net Electricity Production,Hydro,6977.7447,GWh
France,21-Feb,Net Electricity Production,"Coal, Peat and Manufactured Gases",582.2279,GWh
France,21-Feb,Net Electricity Production,Oil and Petroleum Products,477.3946,GWh
France,21-Feb,Net Electricity Production,Natural Gas,3410.8588,GWh
France,21-Feb,Net Electricity Production,Combustible Renewables,798.5574,GWh
France,21-Feb,Net Electricity Production,Other Combustible Non-Renewables,175.0239,GWh
France,21-Feb,Net Electricity Production,Geothermal,7.5307,GWh
France,21-Feb,Net Electricity Production,Solar,699.4131,GWh
France,21-Feb,Net Electricity Production,Other Renewables,39.8221,GWh
France,21-Feb,Net Electricity Production,Not Specified,44.4801,GWh
France,21-Feb,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",12792.709,GWh
France,21-Feb,Total Imports,Electricity,2367.8304,GWh
France,21-Feb,Total Exports,Electricity,5745.6399,GWh
France,21-Feb,Used for pumped storage,Electricity,522.3089,GWh
France,21-Feb,Distribution Losses,Electricity,4013.6368,GWh
France,21-Feb,Final Consumption (Calculated),Electricity,39906.7732,GWh
France,21-Feb,Net Electricity Production,Wind,4269.6411,GWh
Germany,21-Feb,Net Electricity Production,Electricity,47168.3022,GWh
Germany,21-Feb,Net Electricity Production,Nuclear,5369.4269,GWh
Germany,21-Feb,Net Electricity Production,Hydro,2052.1246,GWh
Germany,21-Feb,Net Electricity Production,Total Combustible Fuels,26383.9979,GWh
Germany,21-Feb,Net Electricity Production,"Coal, Peat and Manufactured Gases",12480.9136,GWh
Germany,21-Feb,Net Electricity Production,Oil and Petroleum Products,359.5272,GWh
Germany,21-Feb,Net Electricity Production,Natural Gas,9461.1425,GWh
Germany,21-Feb,Net Electricity Production,Combustible Renewables,3595.3128,GWh
Germany,21-Feb,Net Electricity Production,Geothermal,15.8942,GWh
Germany,21-Feb,Net Electricity Production,Other Combustible Non-Renewables,487.1018,GWh
Germany,21-Feb,Net Electricity Production,Solar,2104.0549,GWh
Germany,21-Feb,Net Electricity Production,Other Renewables,0,GWh
Germany,21-Feb,Net Electricity Production,Not Specified,159.472,GWh
Germany,21-Feb,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",18850.7182,GWh
Germany,21-Feb,Total Imports,Electricity,3912.6286,GWh
Germany,21-Feb,Total Exports,Electricity,6062.2371,GWh
Germany,21-Feb,Used for pumped storage,Electricity,647.0962,GWh
Germany,21-Feb,Distribution Losses,Electricity,2291.4909,GWh
Germany,21-Feb,Final Consumption (Calculated),Electricity,42080.1066,GWh
Germany,21-Feb,Net Electricity Production,Wind,11083.3317,GWh
France,21-Jan,Net Electricity Production,Electricity,55979.9113,GWh
France,21-Jan,Net Electricity Production,Nuclear,37176.882,GWh
France,21-Jan,Net Electricity Production,Hydro,7401.1494,GWh
France,21-Jan,Net Electricity Production,Total Combustible Fuels,6835.9839,GWh
France,21-Jan,Net Electricity Production,"Coal, Peat and Manufactured Gases",1321.4361,GWh
France,21-Jan,Net Electricity Production,Oil and Petroleum Products,451.6505,GWh
France,21-Jan,Net Electricity Production,Natural Gas,4156.0942,GWh
France,21-Jan,Net Electricity Production,Combustible Renewables,731.7792,GWh
France,21-Jan,Net Electricity Production,Geothermal,7.5307,GWh
France,21-Jan,Net Electricity Production,Other Combustible Non-Renewables,175.0239,GWh
France,21-Jan,Net Electricity Production,Solar,494.4602,GWh
France,21-Jan,Net Electricity Production,Other Renewables,39.8221,GWh
France,21-Jan,Net Electricity Production,Not Specified,44.4801,GWh
France,21-Jan,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",12654.3445,GWh
France,21-Jan,Total Imports,Electricity,3384.1254,GWh
France,21-Jan,Total Exports,Electricity,5311.5024,GWh
France,21-Jan,Used for pumped storage,Electricity,478.6427,GWh
France,21-Jan,Distribution Losses,Electricity,5181.7999,GWh
France,21-Jan,Final Consumption (Calculated),Electricity,48392.0917,GWh
France,21-Jan,Net Electricity Production,Wind,3979.603,GWh
Germany,21-Jan,Net Electricity Production,Electricity,52457.8992,GWh
Germany,21-Jan,Net Electricity Production,Nuclear,5925.9116,GWh
Germany,21-Jan,Net Electricity Production,Hydro,1844.9315,GWh
Germany,21-Jan,Net Electricity Production,Total Combustible Fuels,32500.6609,GWh
Germany,21-Jan,Net Electricity Production,"Coal, Peat and Manufactured Gases",17359.8491,GWh
Germany,21-Jan,Net Electricity Production,Oil and Petroleum Products,344.9088,GWh
Germany,21-Jan,Net Electricity Production,Natural Gas,10332.951,GWh
Germany,21-Jan,Net Electricity Production,Combustible Renewables,3962.5102,GWh
Germany,21-Jan,Net Electricity Production,Other Combustible Non-Renewables,500.4418,GWh
Germany,21-Jan,Net Electricity Production,Geothermal,17.5673,GWh
Germany,21-Jan,Net Electricity Production,Solar,647.2529,GWh
Germany,21-Jan,Net Electricity Production,Other Renewables,0,GWh
Germany,21-Jan,Net Electricity Production,Not Specified,156.2603,GWh
Germany,21-Jan,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",17837.5765,GWh
Germany,21-Jan,Total Imports,Electricity,3881.0788,GWh
Germany,21-Jan,Total Exports,Electricity,7399.4496,GWh
Germany,21-Jan,Used for pumped storage,Electricity,792.5968,GWh
Germany,21-Jan,Distribution Losses,Electricity,2602.0841,GWh
Germany,21-Jan,Final Consumption (Calculated),Electricity,45544.8475,GWh
Germany,21-Jan,Net Electricity Production,Wind,11365.3146,GWh
France,20-Dec,Net Electricity Production,Electricity,51352.4229,GWh
France,20-Dec,Net Electricity Production,Nuclear,34432.4433,GWh
France,20-Dec,Net Electricity Production,Hydro,5810.1719,GWh
France,20-Dec,Net Electricity Production,Total Combustible Fuels,6231.6238,GWh
France,20-Dec,Net Electricity Production,"Coal, Peat and Manufactured Gases",869.4185,GWh
France,20-Dec,Net Electricity Production,Oil and Petroleum Products,478.4217,GWh
France,20-Dec,Net Electricity Production,Natural Gas,3982.4984,GWh
France,20-Dec,Net Electricity Production,Combustible Renewables,719.202,GWh
France,20-Dec,Net Electricity Production,Other Combustible Non-Renewables,182.0833,GWh
France,20-Dec,Net Electricity Production,Geothermal,9.9999,GWh
France,20-Dec,Net Electricity Production,Solar,365.5219,GWh
France,20-Dec,Net Electricity Production,Other Renewables,39.6552,GWh
France,20-Dec,Net Electricity Production,Not Specified,48.2798,GWh
France,20-Dec,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",11359.278,GWh
France,20-Dec,Total Imports,Electricity,2616.3424,GWh
France,20-Dec,Total Exports,Electricity,5007.242,GWh
France,20-Dec,Used for pumped storage,Electricity,637.8367,GWh
France,20-Dec,Distribution Losses,Electricity,4317.4623,GWh
France,20-Dec,Final Consumption (Calculated),Electricity,44006.2242,GWh
France,20-Dec,Net Electricity Production,Wind,4414.7271,GWh
Germany,20-Dec,Net Electricity Production,Electricity,50075.5431,GWh
Germany,20-Dec,Net Electricity Production,Nuclear,5842.2075,GWh
Germany,20-Dec,Net Electricity Production,Hydro,1825.4781,GWh
Germany,20-Dec,Net Electricity Production,Total Combustible Fuels,29830.5048,GWh
Germany,20-Dec,Net Electricity Production,"Coal, Peat and Manufactured Gases",15385.9716,GWh
Germany,20-Dec,Net Electricity Production,Oil and Petroleum Products,367.2201,GWh
Germany,20-Dec,Net Electricity Production,Natural Gas,9322.8956,GWh
Germany,20-Dec,Net Electricity Production,Combustible Renewables,4252.7201,GWh
Germany,20-Dec,Net Electricity Production,Other Combustible Non-Renewables,501.6975,GWh
Germany,20-Dec,Net Electricity Production,Geothermal,16.8564,GWh
Germany,20-Dec,Net Electricity Production,Solar,728.8914,GWh
Germany,20-Dec,Net Electricity Production,Other Renewables,0,GWh
Germany,20-Dec,Net Electricity Production,Not Specified,188.8149,GWh
Germany,20-Dec,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",18466.736,GWh
Germany,20-Dec,Total Imports,Electricity,3799.1725,GWh
Germany,20-Dec,Total Exports,Electricity,7205.3162,GWh
Germany,20-Dec,Used for pumped storage,Electricity,752.5262,GWh
Germany,20-Dec,Distribution Losses,Electricity,2620.6169,GWh
Germany,20-Dec,Final Consumption (Calculated),Electricity,43296.2563,GWh
Germany,20-Dec,Net Electricity Production,Wind,11642.79,GWh
France,20-Nov,Net Electricity Production,Electricity,45728.3759,GWh
France,20-Nov,Net Electricity Production,Nuclear,31565.6297,GWh
France,20-Nov,Net Electricity Production,Total Combustible Fuels,5620.0656,GWh
France,20-Nov,Net Electricity Production,Hydro,4579.2119,GWh
France,20-Nov,Net Electricity Production,"Coal, Peat and Manufactured Gases",423.5364,GWh
France,20-Nov,Net Electricity Production,Oil and Petroleum Products,416.6049,GWh
France,20-Nov,Net Electricity Production,Natural Gas,3947.8631,GWh
France,20-Nov,Net Electricity Production,Combustible Renewables,649.9779,GWh
France,20-Nov,Net Electricity Production,Geothermal,9.9999,GWh
France,20-Nov,Net Electricity Production,Other Combustible Non-Renewables,182.0833,GWh
France,20-Nov,Net Electricity Production,Solar,687.8483,GWh
France,20-Nov,Net Electricity Production,Other Renewables,39.6552,GWh
France,20-Nov,Net Electricity Production,Not Specified,48.2798,GWh
France,20-Nov,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",9144.3788,GWh
France,20-Nov,Total Imports,Electricity,1470.495,GWh
France,20-Nov,Total Exports,Electricity,6246.4319,GWh
France,20-Nov,Used for pumped storage,Electricity,552.4005,GWh
France,20-Nov,Distribution Losses,Electricity,3463.7174,GWh
France,20-Nov,Final Consumption (Calculated),Electricity,36936.321,GWh
France,20-Nov,Net Electricity Production,Wind,3177.6855,GWh
Germany,20-Nov,Net Electricity Production,Electricity,49996.9625,GWh
Germany,20-Nov,Net Electricity Production,Nuclear,4787.6804,GWh
Germany,20-Nov,Net Electricity Production,Total Combustible Fuels,30334.7768,GWh
Germany,20-Nov,Net Electricity Production,Hydro,1878.5154,GWh
Germany,20-Nov,Net Electricity Production,"Coal, Peat and Manufactured Gases",16307.1674,GWh
Germany,20-Nov,Net Electricity Production,Oil and Petroleum Products,398.9736,GWh
Germany,20-Nov,Net Electricity Production,Natural Gas,9071.6917,GWh
Germany,20-Nov,Net Electricity Production,Combustible Renewables,4005.9811,GWh
Germany,20-Nov,Net Electricity Production,Other Combustible Non-Renewables,550.9631,GWh
Germany,20-Nov,Net Electricity Production,Geothermal,10.6462,GWh
Germany,20-Nov,Net Electricity Production,Solar,1615.564,GWh
Germany,20-Nov,Net Electricity Production,Other Renewables,0,GWh
Germany,20-Nov,Net Electricity Production,Not Specified,139.9212,GWh
Germany,20-Nov,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",18740.565,GWh
Germany,20-Nov,Total Imports,Electricity,3151.6187,GWh
Germany,20-Nov,Total Exports,Electricity,6495.4846,GWh
Germany,20-Nov,Used for pumped storage,Electricity,684.1578,GWh
Germany,20-Nov,Distribution Losses,Electricity,2463.0807,GWh
Germany,20-Nov,Final Consumption (Calculated),Electricity,43505.8581,GWh
Germany,20-Nov,Net Electricity Production,Wind,11229.8584,GWh
France,20-Oct,Net Electricity Production,Electricity,42418.4192,GWh
France,20-Oct,Net Electricity Production,Nuclear,28271.6293,GWh
France,20-Oct,Net Electricity Production,Hydro,5236.5432,GWh
France,20-Oct,Net Electricity Production,Total Combustible Fuels,3665.2305,GWh
France,20-Oct,Net Electricity Production,"Coal, Peat and Manufactured Gases",336.769,GWh
France,20-Oct,Net Electricity Production,Oil and Petroleum Products,425.5842,GWh
France,20-Oct,Net Electricity Production,Natural Gas,2224.0759,GWh
France,20-Oct,Net Electricity Production,Combustible Renewables,496.718,GWh
France,20-Oct,Net Electricity Production,Other Combustible Non-Renewables,182.0833,GWh
France,20-Oct,Net Electricity Production,Geothermal,9.9999,GWh
France,20-Oct,Net Electricity Production,Solar,796.2992,GWh
France,20-Oct,Net Electricity Production,Other Renewables,39.6552,GWh
France,20-Oct,Net Electricity Production,Not Specified,48.2798,GWh
France,20-Oct,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",10929.9977,GWh
France,20-Oct,Total Imports,Electricity,1926.7982,GWh
France,20-Oct,Total Exports,Electricity,4734.4107,GWh
France,20-Oct,Used for pumped storage,Electricity,562.5348,GWh
France,20-Oct,Distribution Losses,Electricity,2949.8929,GWh
France,20-Oct,Final Consumption (Calculated),Electricity,36098.379,GWh
France,20-Oct,Net Electricity Production,Wind,4350.7821,GWh
Germany,20-Oct,Net Electricity Production,Electricity,49690.2003,GWh
Germany,20-Oct,Net Electricity Production,Nuclear,5129.6679,GWh
Germany,20-Oct,Net Electricity Production,Total Combustible Fuels,26186.0777,GWh
Germany,20-Oct,Net Electricity Production,Hydro,2445.6695,GWh
Germany,20-Oct,Net Electricity Production,"Coal, Peat and Manufactured Gases",13883.4214,GWh
Germany,20-Oct,Net Electricity Production,Oil and Petroleum Products,371.0351,GWh
Germany,20-Oct,Net Electricity Production,Natural Gas,7465.5357,GWh
Germany,20-Oct,Net Electricity Production,Combustible Renewables,3953.6467,GWh
Germany,20-Oct,Net Electricity Production,Other Combustible Non-Renewables,512.4388,GWh
Germany,20-Oct,Net Electricity Production,Geothermal,10.6462,GWh
Germany,20-Oct,Net Electricity Production,Solar,2342.5194,GWh
Germany,20-Oct,Net Electricity Production,Other Renewables,0,GWh
Germany,20-Oct,Net Electricity Production,Not Specified,116.2787,GWh
Germany,20-Oct,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",22211.8227,GWh
Germany,20-Oct,Total Imports,Electricity,2781.54,GWh
Germany,20-Oct,Total Exports,Electricity,6109.6853,GWh
Germany,20-Oct,Used for pumped storage,Electricity,710.7372,GWh
Germany,20-Oct,Distribution Losses,Electricity,2494.3757,GWh
Germany,20-Oct,Final Consumption (Calculated),Electricity,43156.9421,GWh
Germany,20-Oct,Net Electricity Production,Wind,13459.3409,GWh
France,20-Sep,Net Electricity Production,Electricity,32780.94,GWh
France,20-Sep,Net Electricity Production,Nuclear,21739.6634,GWh
France,20-Sep,Net Electricity Production,Hydro,3415.9969,GWh
France,20-Sep,Net Electricity Production,Total Combustible Fuels,4110.6253,GWh
France,20-Sep,Net Electricity Production,"Coal, Peat and Manufactured Gases",622.0343,GWh
France,20-Sep,Net Electricity Production,Oil and Petroleum Products,451.4097,GWh
France,20-Sep,Net Electricity Production,Natural Gas,2387.2921,GWh
France,20-Sep,Net Electricity Production,Combustible Renewables,467.8058,GWh
France,20-Sep,Net Electricity Production,Other Combustible Non-Renewables,182.0833,GWh
France,20-Sep,Net Electricity Production,Geothermal,9.9999,GWh
France,20-Sep,Net Electricity Production,Solar,1253.8629,GWh
France,20-Sep,Net Electricity Production,Other Renewables,39.6552,GWh
France,20-Sep,Net Electricity Production,Not Specified,48.2798,GWh
France,20-Sep,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",7350.1774,GWh
France,20-Sep,Total Imports,Electricity,3314.5314,GWh
France,20-Sep,Total Exports,Electricity,2665.7309,GWh
France,20-Sep,Used for pumped storage,Electricity,440.2989,GWh
France,20-Sep,Distribution Losses,Electricity,2292.5967,GWh
France,20-Sep,Final Consumption (Calculated),Electricity,30696.8449,GWh
France,20-Sep,Net Electricity Production,Wind,2162.8566,GWh
Germany,20-Sep,Net Electricity Production,Electricity,43368.8462,GWh
Germany,20-Sep,Net Electricity Production,Nuclear,5290.0936,GWh
Germany,20-Sep,Net Electricity Production,Hydro,1930.8316,GWh
Germany,20-Sep,Net Electricity Production,Total Combustible Fuels,24733.7768,GWh
Germany,20-Sep,Net Electricity Production,"Coal, Peat and Manufactured Gases",13128.2823,GWh
Germany,20-Sep,Net Electricity Production,Oil and Petroleum Products,365.5993,GWh
Germany,20-Sep,Net Electricity Production,Natural Gas,6945.0833,GWh
Germany,20-Sep,Net Electricity Production,Combustible Renewables,3774.0712,GWh
Germany,20-Sep,Net Electricity Production,Other Combustible Non-Renewables,520.7406,GWh
Germany,20-Sep,Net Electricity Production,Geothermal,10.6462,GWh
Germany,20-Sep,Net Electricity Production,Solar,4918.3229,GWh
Germany,20-Sep,Net Electricity Production,Other Renewables,0,GWh
Germany,20-Sep,Net Electricity Production,Not Specified,127.8065,GWh
Germany,20-Sep,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",16991.2404,GWh
Germany,20-Sep,Total Imports,Electricity,3613.6146,GWh
Germany,20-Sep,Total Exports,Electricity,4490.815,GWh
Germany,20-Sep,Used for pumped storage,Electricity,647.4585,GWh
Germany,20-Sep,Distribution Losses,Electricity,2001.7572,GWh
Germany,20-Sep,Final Consumption (Calculated),Electricity,39842.4301,GWh
Germany,20-Sep,Net Electricity Production,Wind,6357.3687,GWh
France,20-Aug,Net Electricity Production,Electricity,34068.5946,GWh
France,20-Aug,Net Electricity Production,Nuclear,22876.5319,GWh
France,20-Aug,Net Electricity Production,Total Combustible Fuels,3756.9978,GWh
France,20-Aug,Net Electricity Production,Hydro,3740.5118,GWh
France,20-Aug,Net Electricity Production,"Coal, Peat and Manufactured Gases",262.1176,GWh
