Country,Time,Balance,Product,Value,Unit
France,17-Aug,Net Electricity Production,Solar,1114.3164,GWh
France,17-Aug,Net Electricity Production,Other Renewables,42.943,GWh
France,17-Aug,Net Electricity Production,Not Specified,59.2885,GWh
France,17-Aug,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",6371.0221,GWh
France,17-Aug,Total Imports,Electricity,1041.4552,GWh
France,17-Aug,Total Exports,Electricity,5623.5382,GWh
France,17-Aug,Used for pumped storage,Electricity,504.1054,GWh
France,17-Aug,Distribution Losses,Electricity,2449.0583,GWh
France,17-Aug,Final Consumption (Calculated),Electricity,29996.5547,GWh
France,17-Aug,Net Electricity Production,Wind,1274.5242,GWh
Germany,17-Aug,Net Electricity Production,Electricity,49010.6411,GWh
Germany,17-Aug,Net Electricity Production,Nuclear,7089.1077,GWh
Germany,17-Aug,Net Electricity Production,Total Combustible Fuels,28735.6873,GWh
Germany,17-Aug,Net Electricity Production,Hydro,2296.6553,GWh
Germany,17-Aug,Net Electricity Production,"Coal, Peat and Manufactured Gases",18307.8021,GWh
Germany,17-Aug,Net Electricity Production,Oil and Petroleum Products,462.0708,GWh
Germany,17-Aug,Net Electricity Production,Natural Gas,5340.0231,GWh
Germany,17-Aug,Net Electricity Production,Combustible Renewables,4004.301,GWh
Germany,17-Aug,Net Electricity Production,Geothermal,13.1412,GWh
Germany,17-Aug,Net Electricity Production,Other Combustible Non-Renewables,621.4903,GWh
Germany,17-Aug,Net Electricity Production,Solar,5149.8027,GWh
Germany,17-Aug,Net Electricity Production,Not Specified,147.1042,GWh
Germany,17-Aug,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",17043.0429,GWh
Germany,17-Aug,Total Imports,Electricity,2212.2261,GWh
Germany,17-Aug,Total Exports,Electricity,5227.6824,GWh
Germany,17-Aug,Used for pumped storage,Electricity,573.1439,GWh
Germany,17-Aug,Distribution Losses,Electricity,1803.9825,GWh
Germany,17-Aug,Final Consumption (Calculated),Electricity,43618.0585,GWh
Germany,17-Aug,Net Electricity Production,Wind,5579.1427,GWh
France,17-Jul,Net Electricity Production,Electricity,39476.145,GWh
France,17-Jul,Net Electricity Production,Nuclear,28160.0843,GWh
France,17-Jul,Net Electricity Production,Total Combustible Fuels,4280.9475,GWh
France,17-Jul,Net Electricity Production,Hydro,3979.3784,GWh
France,17-Jul,Net Electricity Production,"Coal, Peat and Manufactured Gases",1215.8233,GWh
France,17-Jul,Net Electricity Production,Oil and Petroleum Products,391.4575,GWh
France,17-Jul,Net Electricity Production,Natural Gas,2101.5179,GWh
France,17-Jul,Net Electricity Production,Combustible Renewables,436.4522,GWh
France,17-Jul,Net Electricity Production,Geothermal,9.9948,GWh
France,17-Jul,Net Electricity Production,Other Combustible Non-Renewables,135.6968,GWh
France,17-Jul,Net Electricity Production,Solar,1180.3767,GWh
France,17-Jul,Net Electricity Production,Other Renewables,42.943,GWh
France,17-Jul,Net Electricity Production,Not Specified,59.2885,GWh
France,17-Jul,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",7412.2768,GWh
France,17-Jul,Total Imports,Electricity,1414.9538,GWh
France,17-Jul,Total Exports,Electricity,5984.2146,GWh
France,17-Jul,Used for pumped storage,Electricity,485.68,GWh
France,17-Jul,Distribution Losses,Electricity,2565.3276,GWh
France,17-Jul,Final Consumption (Calculated),Electricity,31855.8766,GWh
France,17-Jul,Net Electricity Production,Wind,1763.1318,GWh
Germany,17-Jul,Net Electricity Production,Electricity,47477.2921,GWh
Germany,17-Jul,Net Electricity Production,Nuclear,5339.7243,GWh
Germany,17-Jul,Net Electricity Production,Total Combustible Fuels,28810.7472,GWh
Germany,17-Jul,Net Electricity Production,Hydro,2131.919,GWh
Germany,17-Jul,Net Electricity Production,"Coal, Peat and Manufactured Gases",17705.0333,GWh
Germany,17-Jul,Net Electricity Production,Oil and Petroleum Products,435.6718,GWh
Germany,17-Jul,Net Electricity Production,Natural Gas,6115.1328,GWh
Germany,17-Jul,Net Electricity Production,Combustible Renewables,3944.8549,GWh
Germany,17-Jul,Net Electricity Production,Other Combustible Non-Renewables,610.0545,GWh
Germany,17-Jul,Net Electricity Production,Geothermal,11.5171,GWh
Germany,17-Jul,Net Electricity Production,Solar,5466.4053,GWh
Germany,17-Jul,Net Electricity Production,Not Specified,126.9155,GWh
Germany,17-Jul,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",17144.7601,GWh
Germany,17-Jul,Total Imports,Electricity,2888.6078,GWh
Germany,17-Jul,Total Exports,Electricity,5065.1493,GWh
Germany,17-Jul,Used for pumped storage,Electricity,547.6637,GWh
Germany,17-Jul,Distribution Losses,Electricity,1853.0146,GWh
Germany,17-Jul,Final Consumption (Calculated),Electricity,42900.0724,GWh
Germany,17-Jul,Net Electricity Production,Wind,5590.0638,GWh
France,17-Jun,Net Electricity Production,Electricity,37800.787,GWh
France,17-Jun,Net Electricity Production,Nuclear,26884.463,GWh
France,17-Jun,Net Electricity Production,Hydro,5210.316,GWh
France,17-Jun,Net Electricity Production,Total Combustible Fuels,2904.7172,GWh
France,17-Jun,Net Electricity Production,"Coal, Peat and Manufactured Gases",557.6683,GWh
France,17-Jun,Net Electricity Production,Oil and Petroleum Products,323.4845,GWh
France,17-Jun,Net Electricity Production,Natural Gas,1550.7637,GWh
France,17-Jun,Net Electricity Production,Combustible Renewables,360.6663,GWh
France,17-Jun,Net Electricity Production,Geothermal,9.9948,GWh
France,17-Jun,Net Electricity Production,Other Combustible Non-Renewables,112.1343,GWh
France,17-Jun,Net Electricity Production,Solar,1168.8299,GWh
France,17-Jun,Net Electricity Production,Other Renewables,42.943,GWh
France,17-Jun,Net Electricity Production,Not Specified,59.2885,GWh
France,17-Jun,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",8312.9846,GWh
France,17-Jun,Total Imports,Electricity,1289.0683,GWh
France,17-Jun,Total Exports,Electricity,4728.9886,GWh
France,17-Jun,Used for pumped storage,Electricity,557.9369,GWh
France,17-Jun,Distribution Losses,Electricity,2440.2963,GWh
France,17-Jun,Final Consumption (Calculated),Electricity,31362.6335,GWh
France,17-Jun,Net Electricity Production,Wind,1520.2346,GWh
Germany,17-Jun,Net Electricity Production,Electricity,48442.792,GWh
Germany,17-Jun,Net Electricity Production,Nuclear,6343.6165,GWh
Germany,17-Jun,Net Electricity Production,Hydro,2113.5346,GWh
Germany,17-Jun,Net Electricity Production,Total Combustible Fuels,26767.8466,GWh
Germany,17-Jun,Net Electricity Production,"Coal, Peat and Manufactured Gases",16647.6402,GWh
Germany,17-Jun,Net Electricity Production,Oil and Petroleum Products,436.6908,GWh
Germany,17-Jun,Net Electricity Production,Natural Gas,5271.1605,GWh
Germany,17-Jun,Net Electricity Production,Combustible Renewables,3816.7738,GWh
Germany,17-Jun,Net Electricity Production,Other Combustible Non-Renewables,595.5812,GWh
Germany,17-Jun,Net Electricity Production,Geothermal,10.4137,GWh
Germany,17-Jun,Net Electricity Production,Solar,5984.3913,GWh
Germany,17-Jun,Net Electricity Production,Not Specified,105.0839,GWh
Germany,17-Jun,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",19043.0189,GWh
Germany,17-Jun,Total Imports,Electricity,2029.4053,GWh
Germany,17-Jun,Total Exports,Electricity,6165.5337,GWh
Germany,17-Jun,Used for pumped storage,Electricity,639.5216,GWh
Germany,17-Jun,Distribution Losses,Electricity,1965.9136,GWh
Germany,17-Jun,Final Consumption (Calculated),Electricity,41701.2283,GWh
Germany,17-Jun,Net Electricity Production,Wind,7117.9054,GWh
France,17-May,Net Electricity Production,Electricity,41970.8795,GWh
France,17-May,Net Electricity Production,Nuclear,30137.0173,GWh
France,17-May,Net Electricity Production,Hydro,5816.4866,GWh
France,17-May,Net Electricity Production,Total Combustible Fuels,3248.4804,GWh
France,17-May,Net Electricity Production,"Coal, Peat and Manufactured Gases",806.6212,GWh
France,17-May,Net Electricity Production,Oil and Petroleum Products,312.7901,GWh
France,17-May,Net Electricity Production,Natural Gas,1671.8993,GWh
France,17-May,Net Electricity Production,Combustible Renewables,348.7426,GWh
France,17-May,Net Electricity Production,Geothermal,9.9948,GWh
France,17-May,Net Electricity Production,Other Combustible Non-Renewables,108.4271,GWh
France,17-May,Net Electricity Production,Solar,1131.3013,GWh
France,17-May,Net Electricity Production,Other Renewables,42.943,GWh
France,17-May,Net Electricity Production,Not Specified,59.2885,GWh
France,17-May,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",8874.8361,GWh
France,17-May,Total Imports,Electricity,692.3328,GWh
France,17-May,Total Exports,Electricity,6581.5881,GWh
France,17-May,Used for pumped storage,Electricity,670.1109,GWh
France,17-May,Distribution Losses,Electricity,2555.5426,GWh
France,17-May,Final Consumption (Calculated),Electricity,32855.9708,GWh
France,17-May,Net Electricity Production,Wind,1525.3678,GWh
Germany,17-May,Net Electricity Production,Electricity,49681.6515,GWh
Germany,17-May,Net Electricity Production,Nuclear,5645.5343,GWh
Germany,17-May,Net Electricity Production,Hydro,2407.0704,GWh
Germany,17-May,Net Electricity Production,Total Combustible Fuels,30663.2583,GWh
Germany,17-May,Net Electricity Production,"Coal, Peat and Manufactured Gases",19479.2416,GWh
Germany,17-May,Net Electricity Production,Oil and Petroleum Products,434.8158,GWh
Germany,17-May,Net Electricity Production,Natural Gas,6185.1205,GWh
Germany,17-May,Net Electricity Production,Combustible Renewables,3960.5317,GWh
Germany,17-May,Net Electricity Production,Geothermal,11.2396,GWh
Germany,17-May,Net Electricity Production,Other Combustible Non-Renewables,603.5488,GWh
Germany,17-May,Net Electricity Production,Solar,5126.7588,GWh
Germany,17-May,Net Electricity Production,Not Specified,146.946,GWh
Germany,17-May,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",17186.4446,GWh
Germany,17-May,Total Imports,Electricity,2450.0425,GWh
Germany,17-May,Total Exports,Electricity,6031.4565,GWh
Germany,17-May,Used for pumped storage,Electricity,639.1946,GWh
Germany,17-May,Distribution Losses,Electricity,1875.5016,GWh
Germany,17-May,Final Consumption (Calculated),Electricity,43585.5413,GWh
Germany,17-May,Net Electricity Production,Wind,5680.8442,GWh
France,17-Apr,Net Electricity Production,Electricity,43038.5482,GWh
France,17-Apr,Net Electricity Production,Nuclear,31752.4413,GWh
France,17-Apr,Net Electricity Production,Hydro,4282.9967,GWh
France,17-Apr,Net Electricity Production,Total Combustible Fuels,4352.249,GWh
France,17-Apr,Net Electricity Production,"Coal, Peat and Manufactured Gases",884.3986,GWh
France,17-Apr,Net Electricity Production,Oil and Petroleum Products,400.1961,GWh
France,17-Apr,Net Electricity Production,Natural Gas,2482.7332,GWh
France,17-Apr,Net Electricity Production,Combustible Renewables,446.1952,GWh
France,17-Apr,Net Electricity Production,Other Combustible Non-Renewables,138.726,GWh
France,17-Apr,Net Electricity Production,Geothermal,9.9948,GWh
France,17-Apr,Net Electricity Production,Solar,1037.0412,GWh
France,17-Apr,Net Electricity Production,Other Renewables,42.943,GWh
France,17-Apr,Net Electricity Production,Not Specified,59.2885,GWh
France,17-Apr,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",7320.7646,GWh
France,17-Apr,Total Imports,Electricity,724.5792,GWh
France,17-Apr,Total Exports,Electricity,6127.7003,GWh
France,17-Apr,Used for pumped storage,Electricity,544.3079,GWh
France,17-Apr,Distribution Losses,Electricity,2758.4289,GWh
France,17-Apr,Final Consumption (Calculated),Electricity,34332.6904,GWh
France,17-Apr,Net Electricity Production,Wind,1501.5938,GWh
Germany,17-Apr,Net Electricity Production,Electricity,49309.9894,GWh
Germany,17-Apr,Net Electricity Production,Nuclear,4754.2991,GWh
Germany,17-Apr,Net Electricity Production,Total Combustible Fuels,30025.4596,GWh
Germany,17-Apr,Net Electricity Production,Hydro,1985.4408,GWh
Germany,17-Apr,Net Electricity Production,"Coal, Peat and Manufactured Gases",18722.1249,GWh
Germany,17-Apr,Net Electricity Production,Oil and Petroleum Products,428.5169,GWh
Germany,17-Apr,Net Electricity Production,Natural Gas,6256.1702,GWh
Germany,17-Apr,Net Electricity Production,Combustible Renewables,4029.5767,GWh
Germany,17-Apr,Net Electricity Production,Other Combustible Non-Renewables,589.071,GWh
Germany,17-Apr,Net Electricity Production,Geothermal,13.0118,GWh
Germany,17-Apr,Net Electricity Production,Solar,4312.2083,GWh
Germany,17-Apr,Net Electricity Production,Not Specified,130.3997,GWh
Germany,17-Apr,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",18429.4077,GWh
Germany,17-Apr,Total Imports,Electricity,2328.8533,GWh
Germany,17-Apr,Total Exports,Electricity,6136.9809,GWh
Germany,17-Apr,Used for pumped storage,Electricity,695.1165,GWh
Germany,17-Apr,Distribution Losses,Electricity,1995.0618,GWh
Germany,17-Apr,Final Consumption (Calculated),Electricity,42811.6835,GWh
Germany,17-Apr,Net Electricity Production,Wind,8089.1701,GWh
France,17-Mar,Net Electricity Production,Electricity,50896.7769,GWh
France,17-Mar,Net Electricity Production,Nuclear,34272.8796,GWh
France,17-Mar,Net Electricity Production,Hydro,6372.4957,GWh
France,17-Mar,Net Electricity Production,Total Combustible Fuels,6644.9357,GWh
France,17-Mar,Net Electricity Production,"Coal, Peat and Manufactured Gases",674.3673,GWh
France,17-Mar,Net Electricity Production,Oil and Petroleum Products,685.38,GWh
France,17-Mar,Net Electricity Production,Natural Gas,4283.4461,GWh
France,17-Mar,Net Electricity Production,Combustible Renewables,764.1586,GWh
France,17-Mar,Net Electricity Production,Other Combustible Non-Renewables,237.5836,GWh
France,17-Mar,Net Electricity Production,Geothermal,9.9948,GWh
France,17-Mar,Net Electricity Production,Solar,755.6734,GWh
France,17-Mar,Net Electricity Production,Other Renewables,42.943,GWh
France,17-Mar,Net Electricity Production,Not Specified,59.2885,GWh
France,17-Mar,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",10683.8317,GWh
France,17-Mar,Total Imports,Electricity,867.3437,GWh
France,17-Mar,Total Exports,Electricity,7258.4387,GWh
France,17-Mar,Used for pumped storage,Electricity,692.1833,GWh
France,17-Mar,Distribution Losses,Electricity,3285.4013,GWh
France,17-Mar,Final Consumption (Calculated),Electricity,40528.0973,GWh
France,17-Mar,Net Electricity Production,Wind,2738.5662,GWh
Germany,17-Mar,Net Electricity Production,Electricity,54288.6269,GWh
Germany,17-Mar,Net Electricity Production,Nuclear,4836.5981,GWh
Germany,17-Mar,Net Electricity Production,Total Combustible Fuels,34069.2283,GWh
Germany,17-Mar,Net Electricity Production,Hydro,2401.3967,GWh
Germany,17-Mar,Net Electricity Production,"Coal, Peat and Manufactured Gases",21313.1937,GWh
Germany,17-Mar,Net Electricity Production,Oil and Petroleum Products,478.4092,GWh
Germany,17-Mar,Net Electricity Production,Natural Gas,7540.3032,GWh
Germany,17-Mar,Net Electricity Production,Combustible Renewables,4114.8023,GWh
Germany,17-Mar,Net Electricity Production,Other Combustible Non-Renewables,622.5198,GWh
Germany,17-Mar,Net Electricity Production,Geothermal,13.1147,GWh
Germany,17-Mar,Net Electricity Production,Solar,3517.696,GWh
Germany,17-Mar,Net Electricity Production,Not Specified,154.1014,GWh
Germany,17-Mar,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",19343.5015,GWh
Germany,17-Mar,Total Imports,Electricity,2839.3834,GWh
Germany,17-Mar,Total Exports,Electricity,7112.416,GWh
Germany,17-Mar,Used for pumped storage,Electricity,735.904,GWh
Germany,17-Mar,Distribution Losses,Electricity,2288.8418,GWh
Germany,17-Mar,Final Consumption (Calculated),Electricity,46990.8485,GWh
Germany,17-Mar,Net Electricity Production,Wind,9296.4918,GWh
France,17-Feb,Net Electricity Production,Electricity,49118.6047,GWh
France,17-Feb,Net Electricity Production,Nuclear,33689.6819,GWh
France,17-Feb,Net Electricity Production,Total Combustible Fuels,7588.9907,GWh
France,17-Feb,Net Electricity Production,Hydro,4630.1237,GWh
France,17-Feb,Net Electricity Production,"Coal, Peat and Manufactured Gases",1519.6804,GWh
France,17-Feb,Net Electricity Production,Oil and Petroleum Products,690.9087,GWh
France,17-Feb,Net Electricity Production,Natural Gas,4368.5786,GWh
France,17-Feb,Net Electricity Production,Combustible Renewables,770.3228,GWh
France,17-Feb,Net Electricity Production,Other Combustible Non-Renewables,239.5001,GWh
France,17-Feb,Net Electricity Production,Geothermal,9.9948,GWh
France,17-Feb,Net Electricity Production,Solar,459.9596,GWh
France,17-Feb,Net Electricity Production,Other Renewables,42.943,GWh
France,17-Feb,Net Electricity Production,Not Specified,59.2885,GWh
France,17-Feb,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",8550.9664,GWh
France,17-Feb,Total Imports,Electricity,1528.343,GWh
France,17-Feb,Total Exports,Electricity,5048.8566,GWh
France,17-Feb,Used for pumped storage,Electricity,620.7139,GWh
France,17-Feb,Distribution Losses,Electricity,3566.4002,GWh
France,17-Feb,Final Consumption (Calculated),Electricity,41410.9769,GWh
France,17-Feb,Net Electricity Production,Wind,2637.6225,GWh
Germany,17-Feb,Net Electricity Production,Electricity,52258.8733,GWh
Germany,17-Feb,Net Electricity Production,Nuclear,4537.3171,GWh
Germany,17-Feb,Net Electricity Production,Total Combustible Fuels,34283.7257,GWh
Germany,17-Feb,Net Electricity Production,Hydro,1803.5409,GWh
Germany,17-Feb,Net Electricity Production,"Coal, Peat and Manufactured Gases",21408.3535,GWh
Germany,17-Feb,Net Electricity Production,Oil and Petroleum Products,424.1016,GWh
Germany,17-Feb,Net Electricity Production,Natural Gas,7916.8537,GWh
Germany,17-Feb,Net Electricity Production,Combustible Renewables,3972.8847,GWh
Germany,17-Feb,Net Electricity Production,Geothermal,13.8355,GWh
Germany,17-Feb,Net Electricity Production,Other Combustible Non-Renewables,561.5322,GWh
Germany,17-Feb,Net Electricity Production,Solar,1612.0686,GWh
Germany,17-Feb,Net Electricity Production,Not Specified,135.3425,GWh
Germany,17-Feb,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",17275.3728,GWh
Germany,17-Feb,Total Imports,Electricity,2682.2388,GWh
Germany,17-Feb,Total Exports,Electricity,7672.5136,GWh
Germany,17-Feb,Used for pumped storage,Electricity,727.7473,GWh
Germany,17-Feb,Distribution Losses,Electricity,2577.097,GWh
Germany,17-Feb,Final Consumption (Calculated),Electricity,43963.7542,GWh
Germany,17-Feb,Net Electricity Production,Wind,9873.043,GWh
France,17-Jan,Net Electricity Production,Electricity,58430.1181,GWh
France,17-Jan,Net Electricity Production,Nuclear,40491.9018,GWh
France,17-Jan,Net Electricity Production,Hydro,5340.4019,GWh
France,17-Jan,Net Electricity Production,Total Combustible Fuels,10052.5785,GWh
France,17-Jan,Net Electricity Production,"Coal, Peat and Manufactured Gases",2500.4206,GWh
France,17-Jan,Net Electricity Production,Oil and Petroleum Products,1030.5078,GWh
France,17-Jan,Net Electricity Production,Natural Gas,5015.4738,GWh
France,17-Jan,Net Electricity Production,Combustible Renewables,1148.9559,GWh
France,17-Jan,Net Electricity Production,Other Combustible Non-Renewables,357.2204,GWh
France,17-Jan,Net Electricity Production,Geothermal,9.9948,GWh
France,17-Jan,Net Electricity Production,Solar,354.0392,GWh
France,17-Jan,Net Electricity Production,Other Renewables,42.943,GWh
France,17-Jan,Net Electricity Production,Not Specified,59.2885,GWh
France,17-Jan,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",8975.3052,GWh
France,17-Jan,Total Imports,Electricity,3782.2815,GWh
France,17-Jan,Total Exports,Electricity,2976.2805,GWh
France,17-Jan,Used for pumped storage,Electricity,568.6227,GWh
France,17-Jan,Distribution Losses,Electricity,5266.6412,GWh
France,17-Jan,Final Consumption (Calculated),Electricity,53400.8552,GWh
France,17-Jan,Net Electricity Production,Wind,2078.9705,GWh
Germany,17-Jan,Net Electricity Production,Electricity,53543.1402,GWh
Germany,17-Jan,Net Electricity Production,Nuclear,5702.8653,GWh
Germany,17-Jan,Net Electricity Production,Hydro,1618.1587,GWh
Germany,17-Jan,Net Electricity Production,Total Combustible Fuels,37368.6473,GWh
Germany,17-Jan,Net Electricity Production,"Coal, Peat and Manufactured Gases",25741.0459,GWh
Germany,17-Jan,Net Electricity Production,Oil and Petroleum Products,182.3216,GWh
Germany,17-Jan,Net Electricity Production,Natural Gas,8140.903,GWh
Germany,17-Jan,Net Electricity Production,Combustible Renewables,3118.0586,GWh
Germany,17-Jan,Net Electricity Production,Other Combustible Non-Renewables,186.3182,GWh
Germany,17-Jan,Net Electricity Production,Geothermal,14.2678,GWh
Germany,17-Jan,Net Electricity Production,Solar,868.6535,GWh
Germany,17-Jan,Net Electricity Production,Not Specified,154.1848,GWh
Germany,17-Jan,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",13435.5013,GWh
Germany,17-Jan,Total Imports,Electricity,2730.2883,GWh
Germany,17-Jan,Total Exports,Electricity,7613.6709,GWh
Germany,17-Jan,Used for pumped storage,Electricity,832.1914,GWh
Germany,17-Jan,Distribution Losses,Electricity,2976.0414,GWh
Germany,17-Jan,Final Consumption (Calculated),Electricity,44851.5247,GWh
Germany,17-Jan,Net Electricity Production,Wind,7816.3627,GWh
France,16-Dec,Net Electricity Production,Electricity,52301.613,GWh
France,16-Dec,Net Electricity Production,Nuclear,36651.016,GWh
France,16-Dec,Net Electricity Production,Hydro,4634.634,GWh
France,16-Dec,Net Electricity Production,Total Combustible Fuels,9143.716,GWh
France,16-Dec,Net Electricity Production,"Coal, Peat and Manufactured Gases",1780.86,GWh
France,16-Dec,Net Electricity Production,Oil and Petroleum Products,996.98,GWh
France,16-Dec,Net Electricity Production,Natural Gas,5085.027,GWh
France,16-Dec,Net Electricity Production,Combustible Renewables,1093.923,GWh
France,16-Dec,Net Electricity Production,Other Combustible Non-Renewables,186.926,GWh
France,16-Dec,Net Electricity Production,Geothermal,7.328,GWh
France,16-Dec,Net Electricity Production,Solar,284.189,GWh
France,16-Dec,Net Electricity Production,Other Renewables,41.199,GWh
France,16-Dec,Net Electricity Production,Not Specified,46.626,GWh
France,16-Dec,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",7554.178,GWh
France,16-Dec,Total Imports,Electricity,3217.402,GWh
France,16-Dec,Total Exports,Electricity,3202.677,GWh
France,16-Dec,Used for pumped storage,Electricity,535.293,GWh
France,16-Dec,Distribution Losses,Electricity,4328.737,GWh
France,16-Dec,Final Consumption (Calculated),Electricity,47452.308,GWh
France,16-Dec,Net Electricity Production,Wind,1492.905,GWh
Germany,16-Dec,Net Electricity Production,Electricity,55569.7719,GWh
Germany,16-Dec,Net Electricity Production,Nuclear,6275.297,GWh
Germany,16-Dec,Net Electricity Production,Total Combustible Fuels,37773.9821,GWh
Germany,16-Dec,Net Electricity Production,Hydro,1670.8336,GWh
Germany,16-Dec,Net Electricity Production,"Coal, Peat and Manufactured Gases",22704.7715,GWh
Germany,16-Dec,Net Electricity Production,Oil and Petroleum Products,523.5038,GWh
Germany,16-Dec,Net Electricity Production,Natural Gas,9768.3001,GWh
Germany,16-Dec,Net Electricity Production,Combustible Renewables,4202.3158,GWh
Germany,16-Dec,Net Electricity Production,Geothermal,16.1583,GWh
Germany,16-Dec,Net Electricity Production,Other Combustible Non-Renewables,575.0909,GWh
Germany,16-Dec,Net Electricity Production,Solar,874.699,GWh
Germany,16-Dec,Net Electricity Production,Not Specified,136.0149,GWh
Germany,16-Dec,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",15586.7938,GWh
Germany,16-Dec,Total Imports,Electricity,2206.6044,GWh
Germany,16-Dec,Total Exports,Electricity,7566.2443,GWh
Germany,16-Dec,Used for pumped storage,Electricity,779.0078,GWh
Germany,16-Dec,Distribution Losses,Electricity,2823.1093,GWh
Germany,16-Dec,Final Consumption (Calculated),Electricity,46608.015,GWh
Germany,16-Dec,Net Electricity Production,Wind,8822.787,GWh
France,16-Nov,Net Electricity Production,Electricity,46576.417,GWh
France,16-Nov,Net Electricity Production,Nuclear,31150.896,GWh
France,16-Nov,Net Electricity Production,Total Combustible Fuels,8358.098,GWh
France,16-Nov,Net Electricity Production,Hydro,4263.071,GWh
France,16-Nov,Net Electricity Production,"Coal, Peat and Manufactured Gases",1624.657,GWh
France,16-Nov,Net Electricity Production,Oil and Petroleum Products,909.533,GWh
France,16-Nov,Net Electricity Production,Natural Gas,4639.009,GWh
France,16-Nov,Net Electricity Production,Combustible Renewables,997.973,GWh
France,16-Nov,Net Electricity Production,Geothermal,7.328,GWh
France,16-Nov,Net Electricity Production,Other Combustible Non-Renewables,186.926,GWh
France,16-Nov,Net Electricity Production,Solar,356.415,GWh
France,16-Nov,Net Electricity Production,Other Renewables,41.199,GWh
France,16-Nov,Net Electricity Production,Not Specified,46.626,GWh
France,16-Nov,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",8018.77,GWh
France,16-Nov,Total Imports,Electricity,2767.471,GWh
France,16-Nov,Total Exports,Electricity,3329.874,GWh
France,16-Nov,Used for pumped storage,Electricity,575.585,GWh
France,16-Nov,Distribution Losses,Electricity,3539.517,GWh
France,16-Nov,Final Consumption (Calculated),Electricity,41898.912,GWh
France,16-Nov,Net Electricity Production,Wind,2352.784,GWh
Germany,16-Nov,Net Electricity Production,Electricity,55437.248,GWh
Germany,16-Nov,Net Electricity Production,Nuclear,7393.9029,GWh
Germany,16-Nov,Net Electricity Production,Total Combustible Fuels,37183.1984,GWh
Germany,16-Nov,Net Electricity Production,Hydro,1887.4584,GWh
Germany,16-Nov,Net Electricity Production,"Coal, Peat and Manufactured Gases",23080.3407,GWh
Germany,16-Nov,Net Electricity Production,Oil and Petroleum Products,439.2231,GWh
Germany,16-Nov,Net Electricity Production,Natural Gas,9059.3215,GWh
Germany,16-Nov,Net Electricity Production,Combustible Renewables,4028.8741,GWh
Germany,16-Nov,Net Electricity Production,Other Combustible Non-Renewables,575.439,GWh
Germany,16-Nov,Net Electricity Production,Geothermal,15.793,GWh
Germany,16-Nov,Net Electricity Production,Solar,1121.6378,GWh
Germany,16-Nov,Net Electricity Production,Not Specified,156.7024,GWh
Germany,16-Nov,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",14732.3184,GWh
Germany,16-Nov,Total Imports,Electricity,1737.2507,GWh
Germany,16-Nov,Total Exports,Electricity,7259.942,GWh
Germany,16-Nov,Used for pumped storage,Electricity,706.4443,GWh
Germany,16-Nov,Distribution Losses,Electricity,2409.2044,GWh
Germany,16-Nov,Final Consumption (Calculated),Electricity,46798.908,GWh
Germany,16-Nov,Net Electricity Production,Wind,7678.5551,GWh
France,16-Oct,Net Electricity Production,Electricity,40412.931,GWh
France,16-Oct,Net Electricity Production,Nuclear,29023.286,GWh
France,16-Oct,Net Electricity Production,Hydro,3106.483,GWh
France,16-Oct,Net Electricity Production,Total Combustible Fuels,6124.057,GWh
France,16-Oct,Net Electricity Production,"Coal, Peat and Manufactured Gases",1180.467,GWh
France,16-Oct,Net Electricity Production,Oil and Petroleum Products,660.862,GWh
France,16-Oct,Net Electricity Production,Natural Gas,3370.68,GWh
France,16-Oct,Net Electricity Production,Combustible Renewables,725.122,GWh
France,16-Oct,Net Electricity Production,Geothermal,7.328,GWh
France,16-Oct,Net Electricity Production,Other Combustible Non-Renewables,186.926,GWh
France,16-Oct,Net Electricity Production,Solar,622.446,GWh
France,16-Oct,Net Electricity Production,Other Renewables,41.199,GWh
France,16-Oct,Net Electricity Production,Not Specified,46.626,GWh
France,16-Oct,Net Electricity Production,"Total Renewables (Hydro, Geo, Solar, Wind, Other)",5944.084,GWh
